response,id,name,gender,race,height,weight,eye-color,hair-color,full_name,alter_egos,aliases,place_of_birth,first_appearance,publisher,alignment,group-affiliation,relatives,intelligence,strength,speed,durability,power,combat,occupation,base
success,717,Wolverine,Male,Mutant,160 cm,135 kg,Blue,Black,Logan,No alter egos found.,Jim Logan,"Alberta, Canada",Incredible Hulk Vol. 2 #180,Marvel Comics,good,"X-Men, formerly Horsemen of Apocalypse, Fantastic Four, Secret Defenders, Clan Yashida, Department H, Alpha Flight, Department K, Team X, Team_Weapon_X, Devil's Brigade, Canadian Army","John Howlett Sr. (father, deceased), Elizabeth Howlett (mother, deceased), John Howlett Jr. (brother, allegedly deceased), Viper (ex-wife), Amiko (foster daughter), Erista (son), X-23 (clone)",63,32,50,100,89,100,"Adventurer, instructor, former bartender, bouncer, spy, government operative, mercenary, soldier, sailor, miner","Xavier Institute, Salem Center, Westchester County, New York; Avengers Tower, New York City"
success,717,Wolverine,Male,Mutant,160 cm,135 kg,Blue,Black,Logan,No alter egos found.,Emilio Garra,"Alberta, Canada",Incredible Hulk Vol. 2 #180,Marvel Comics,good,"X-Men, formerly Horsemen of Apocalypse, Fantastic Four, Secret Defenders, Clan Yashida, Department H, Alpha Flight, Department K, Team X, Team_Weapon_X, Devil's Brigade, Canadian Army","John Howlett Sr. (father, deceased), Elizabeth Howlett (mother, deceased), John Howlett Jr. (brother, allegedly deceased), Viper (ex-wife), Amiko (foster daughter), Erista (son), X-23 (clone)",63,32,50,100,89,100,"Adventurer, instructor, former bartender, bouncer, spy, government operative, mercenary, soldier, sailor, miner","Xavier Institute, Salem Center, Westchester County, New York; Avengers Tower, New York City"
success,717,Wolverine,Male,Mutant,160 cm,135 kg,Blue,Black,Logan,No alter egos found.,Weapon Chi,"Alberta, Canada",Incredible Hulk Vol. 2 #180,Marvel Comics,good,"X-Men, formerly Horsemen of Apocalypse, Fantastic Four, Secret Defenders, Clan Yashida, Department H, Alpha Flight, Department K, Team X, Team_Weapon_X, Devil's Brigade, Canadian Army","John Howlett Sr. (father, deceased), Elizabeth Howlett (mother, deceased), John Howlett Jr. (brother, allegedly deceased), Viper (ex-wife), Amiko (foster daughter), Erista (son), X-23 (clone)",63,32,50,100,89,100,"Adventurer, instructor, former bartender, bouncer, spy, government operative, mercenary, soldier, sailor, miner","Xavier Institute, Salem Center, Westchester County, New York; Avengers Tower, New York City"
success,717,Wolverine,Male,Mutant,160 cm,135 kg,Blue,Black,Logan,No alter egos found.,Experiment X,"Alberta, Canada",Incredible Hulk Vol. 2 #180,Marvel Comics,good,"X-Men, formerly Horsemen of Apocalypse, Fantastic Four, Secret Defenders, Clan Yashida, Department H, Alpha Flight, Department K, Team X, Team_Weapon_X, Devil's Brigade, Canadian Army","John Howlett Sr. (father, deceased), Elizabeth Howlett (mother, deceased), John Howlett Jr. (brother, allegedly deceased), Viper (ex-wife), Amiko (foster daughter), Erista (son), X-23 (clone)",63,32,50,100,89,100,"Adventurer, instructor, former bartender, bouncer, spy, government operative, mercenary, soldier, sailor, miner","Xavier Institute, Salem Center, Westchester County, New York; Avengers Tower, New York City"
success,717,Wolverine,Male,Mutant,160 cm,135 kg,Blue,Black,Logan,No alter egos found.,Agent Ten,"Alberta, Canada",Incredible Hulk Vol. 2 #180,Marvel Comics,good,"X-Men, formerly Horsemen of Apocalypse, Fantastic Four, Secret Defenders, Clan Yashida, Department H, Alpha Flight, Department K, Team X, Team_Weapon_X, Devil's Brigade, Canadian Army","John Howlett Sr. (father, deceased), Elizabeth Howlett (mother, deceased), John Howlett Jr. (brother, allegedly deceased), Viper (ex-wife), Amiko (foster daughter), Erista (son), X-23 (clone)",63,32,50,100,89,100,"Adventurer, instructor, former bartender, bouncer, spy, government operative, mercenary, soldier, sailor, miner","Xavier Institute, Salem Center, Westchester County, New York; Avengers Tower, New York City"
success,717,Wolverine,Male,Mutant,160 cm,135 kg,Blue,Black,Logan,No alter egos found.,Peter Richards,"Alberta, Canada",Incredible Hulk Vol. 2 #180,Marvel Comics,good,"X-Men, formerly Horsemen of Apocalypse, Fantastic Four, Secret Defenders, Clan Yashida, Department H, Alpha Flight, Department K, Team X, Team_Weapon_X, Devil's Brigade, Canadian Army","John Howlett Sr. (father, deceased), Elizabeth Howlett (mother, deceased), John Howlett Jr. (brother, allegedly deceased), Viper (ex-wife), Amiko (foster daughter), Erista (son), X-23 (clone)",63,32,50,100,89,100,"Adventurer, instructor, former bartender, bouncer, spy, government operative, mercenary, soldier, sailor, miner","Xavier Institute, Salem Center, Westchester County, New York; Avengers Tower, New York City"
success,717,Wolverine,Male,Mutant,160 cm,135 kg,Blue,Black,Logan,No alter egos found.,Mai kethLogan,"Alberta, Canada",Incredible Hulk Vol. 2 #180,Marvel Comics,good,"X-Men, formerly Horsemen of Apocalypse, Fantastic Four, Secret Defenders, Clan Yashida, Department H, Alpha Flight, Department K, Team X, Team_Weapon_X, Devil's Brigade, Canadian Army","John Howlett Sr. (father, deceased), Elizabeth Howlett (mother, deceased), John Howlett Jr. (brother, allegedly deceased), Viper (ex-wife), Amiko (foster daughter), Erista (son), X-23 (clone)",63,32,50,100,89,100,"Adventurer, instructor, former bartender, bouncer, spy, government operative, mercenary, soldier, sailor, miner","Xavier Institute, Salem Center, Westchester County, New York; Avengers Tower, New York City"
success,717,Wolverine,Male,Mutant,160 cm,135 kg,Blue,Black,Logan,No alter egos found.,Mr. Patch,"Alberta, Canada",Incredible Hulk Vol. 2 #180,Marvel Comics,good,"X-Men, formerly Horsemen of Apocalypse, Fantastic Four, Secret Defenders, Clan Yashida, Department H, Alpha Flight, Department K, Team X, Team_Weapon_X, Devil's Brigade, Canadian Army","John Howlett Sr. (father, deceased), Elizabeth Howlett (mother, deceased), John Howlett Jr. (brother, allegedly deceased), Viper (ex-wife), Amiko (foster daughter), Erista (son), X-23 (clone)",63,32,50,100,89,100,"Adventurer, instructor, former bartender, bouncer, spy, government operative, mercenary, soldier, sailor, miner","Xavier Institute, Salem Center, Westchester County, New York; Avengers Tower, New York City"
success,718,Wonder Girl,Female,Demi-God,5'5,114 lb,Blue,Blond,Cassandra Elizabeth Sandsmark,No alter egos found.,Cassandra Sandsmark,-,Wonder Woman (vol. 2) #105 (January 1996),DC Comics,good,"Teen Titans, Young Justice, Themyscira",-,75,90,25,80,39,60,-,-
success,718,Wonder Girl,Female,Demi-God,5'5,114 lb,Blue,Blond,Cassandra Elizabeth Sandsmark,No alter egos found.,Cassie,-,Wonder Woman (vol. 2) #105 (January 1996),DC Comics,good,"Teen Titans, Young Justice, Themyscira",-,75,90,25,80,39,60,-,-
success,718,Wonder Girl,Female,Demi-God,5'5,114 lb,Blue,Blond,Cassandra Elizabeth Sandsmark,No alter egos found.,Helen Troy,-,Wonder Woman (vol. 2) #105 (January 1996),DC Comics,good,"Teen Titans, Young Justice, Themyscira",-,75,90,25,80,39,60,-,-
success,718,Wonder Girl,Female,Demi-God,5'5,114 lb,Blue,Blond,Cassandra Elizabeth Sandsmark,No alter egos found.,Wonder Woman,-,Wonder Woman (vol. 2) #105 (January 1996),DC Comics,good,"Teen Titans, Young Justice, Themyscira",-,75,90,25,80,39,60,-,-
success,718,Wonder Girl,Female,Demi-God,5'5,114 lb,Blue,Blond,Cassandra Elizabeth Sandsmark,No alter egos found.,Cassie Sandsmark,-,Wonder Woman (vol. 2) #105 (January 1996),DC Comics,good,"Teen Titans, Young Justice, Themyscira",-,75,90,25,80,39,60,-,-
success,718,Wonder Girl,Female,Demi-God,165 cm,51 kg,Blue,Blond,Cassandra Elizabeth Sandsmark,No alter egos found.,Cassandra Sandsmark,-,Wonder Woman (vol. 2) #105 (January 1996),DC Comics,good,"Teen Titans, Young Justice, Themyscira",-,75,90,25,80,39,60,-,-
success,718,Wonder Girl,Female,Demi-God,165 cm,51 kg,Blue,Blond,Cassandra Elizabeth Sandsmark,No alter egos found.,Cassie,-,Wonder Woman (vol. 2) #105 (January 1996),DC Comics,good,"Teen Titans, Young Justice, Themyscira",-,75,90,25,80,39,60,-,-
success,718,Wonder Girl,Female,Demi-God,165 cm,51 kg,Blue,Blond,Cassandra Elizabeth Sandsmark,No alter egos found.,Helen Troy,-,Wonder Woman (vol. 2) #105 (January 1996),DC Comics,good,"Teen Titans, Young Justice, Themyscira",-,75,90,25,80,39,60,-,-
success,718,Wonder Girl,Female,Demi-God,165 cm,51 kg,Blue,Blond,Cassandra Elizabeth Sandsmark,No alter egos found.,Wonder Woman,-,Wonder Woman (vol. 2) #105 (January 1996),DC Comics,good,"Teen Titans, Young Justice, Themyscira",-,75,90,25,80,39,60,-,-
success,718,Wonder Girl,Female,Demi-God,165 cm,51 kg,Blue,Blond,Cassandra Elizabeth Sandsmark,No alter egos found.,Cassie Sandsmark,-,Wonder Woman (vol. 2) #105 (January 1996),DC Comics,good,"Teen Titans, Young Justice, Themyscira",-,75,90,25,80,39,60,-,-
success,719,Wonder Man,Male,null,6'2,380 lb,Red,Black,Simon Williams,No alter egos found.,Wondie,"Paterson, New Jersey",AVENGERS #9,Marvel Comics,good,"Former ally of the original Masters of Evil, former member of the East Coast Avengers, current member of the West Coast Avengers","Sanford (father, deceased) Martha (mother), Eric (alias the Grim Reaper, brother, deceased), Vision II ('brother')",75,100,53,90,64,64,"Former industrialist, now stuntman, actor, adventurer",Mobile
success,719,Wonder Man,Male,null,6'2,380 lb,Red,Black,Simon Williams,No alter egos found.,JQ-272712-K,"Paterson, New Jersey",AVENGERS #9,Marvel Comics,good,"Former ally of the original Masters of Evil, former member of the East Coast Avengers, current member of the West Coast Avengers","Sanford (father, deceased) Martha (mother), Eric (alias the Grim Reaper, brother, deceased), Vision II ('brother')",75,100,53,90,64,64,"Former industrialist, now stuntman, actor, adventurer",Mobile
success,719,Wonder Man,Male,null,188 cm,171 kg,Red,Black,Simon Williams,No alter egos found.,Wondie,"Paterson, New Jersey",AVENGERS #9,Marvel Comics,good,"Former ally of the original Masters of Evil, former member of the East Coast Avengers, current member of the West Coast Avengers","Sanford (father, deceased) Martha (mother), Eric (alias the Grim Reaper, brother, deceased), Vision II ('brother')",75,100,53,90,64,64,"Former industrialist, now stuntman, actor, adventurer",Mobile
success,719,Wonder Man,Male,null,188 cm,171 kg,Red,Black,Simon Williams,No alter egos found.,JQ-272712-K,"Paterson, New Jersey",AVENGERS #9,Marvel Comics,good,"Former ally of the original Masters of Evil, former member of the East Coast Avengers, current member of the West Coast Avengers","Sanford (father, deceased) Martha (mother), Eric (alias the Grim Reaper, brother, deceased), Vision II ('brother')",75,100,53,90,64,64,"Former industrialist, now stuntman, actor, adventurer",Mobile
success,720,Wonder Woman,Female,Amazon,6'0,165 lb,Blue,Black,Diana Prince,No alter egos found.,Princess Diana,Themyscira,"All-Star Comics #8 (December, 1941)",DC Comics,good,"Justice League of America, Justice Society of America (pre-Crisis Earth-2 version); All-Star Squadron (pre-Crisis Earth-2 version)","Queen Hippolyta (mother, deceased), Donna Troy (Troia) (magically-created duplicate)",88,100,79,100,100,100,"Adventurer, Emissary to the world of Man, Protector of Paradise Island; former Goddess of Truth",-
success,720,Wonder Woman,Female,Amazon,6'0,165 lb,Blue,Black,Diana Prince,No alter egos found.,Princess of the Amazons,Themyscira,"All-Star Comics #8 (December, 1941)",DC Comics,good,"Justice League of America, Justice Society of America (pre-Crisis Earth-2 version); All-Star Squadron (pre-Crisis Earth-2 version)","Queen Hippolyta (mother, deceased), Donna Troy (Troia) (magically-created duplicate)",88,100,79,100,100,100,"Adventurer, Emissary to the world of Man, Protector of Paradise Island; former Goddess of Truth",-
success,720,Wonder Woman,Female,Amazon,6'0,165 lb,Blue,Black,Diana Prince,No alter egos found.,Goddess of Truth,Themyscira,"All-Star Comics #8 (December, 1941)",DC Comics,good,"Justice League of America, Justice Society of America (pre-Crisis Earth-2 version); All-Star Squadron (pre-Crisis Earth-2 version)","Queen Hippolyta (mother, deceased), Donna Troy (Troia) (magically-created duplicate)",88,100,79,100,100,100,"Adventurer, Emissary to the world of Man, Protector of Paradise Island; former Goddess of Truth",-
success,720,Wonder Woman,Female,Amazon,6'0,165 lb,Blue,Black,Diana Prince,No alter egos found., Wondy,Themyscira,"All-Star Comics #8 (December, 1941)",DC Comics,good,"Justice League of America, Justice Society of America (pre-Crisis Earth-2 version); All-Star Squadron (pre-Crisis Earth-2 version)","Queen Hippolyta (mother, deceased), Donna Troy (Troia) (magically-created duplicate)",88,100,79,100,100,100,"Adventurer, Emissary to the world of Man, Protector of Paradise Island; former Goddess of Truth",-
success,720,Wonder Woman,Female,Amazon,6'0,165 lb,Blue,Black,Diana Prince,No alter egos found.,Wonder Girl,Themyscira,"All-Star Comics #8 (December, 1941)",DC Comics,good,"Justice League of America, Justice Society of America (pre-Crisis Earth-2 version); All-Star Squadron (pre-Crisis Earth-2 version)","Queen Hippolyta (mother, deceased), Donna Troy (Troia) (magically-created duplicate)",88,100,79,100,100,100,"Adventurer, Emissary to the world of Man, Protector of Paradise Island; former Goddess of Truth",-
success,720,Wonder Woman,Female,Amazon,6'0,165 lb,Blue,Black,Diana Prince,No alter egos found.,The Amazon Princess,Themyscira,"All-Star Comics #8 (December, 1941)",DC Comics,good,"Justice League of America, Justice Society of America (pre-Crisis Earth-2 version); All-Star Squadron (pre-Crisis Earth-2 version)","Queen Hippolyta (mother, deceased), Donna Troy (Troia) (magically-created duplicate)",88,100,79,100,100,100,"Adventurer, Emissary to the world of Man, Protector of Paradise Island; former Goddess of Truth",-
success,720,Wonder Woman,Female,Amazon,183 cm,74 kg,Blue,Black,Diana Prince,No alter egos found.,Princess Diana,Themyscira,"All-Star Comics #8 (December, 1941)",DC Comics,good,"Justice League of America, Justice Society of America (pre-Crisis Earth-2 version); All-Star Squadron (pre-Crisis Earth-2 version)","Queen Hippolyta (mother, deceased), Donna Troy (Troia) (magically-created duplicate)",88,100,79,100,100,100,"Adventurer, Emissary to the world of Man, Protector of Paradise Island; former Goddess of Truth",-
success,720,Wonder Woman,Female,Amazon,183 cm,74 kg,Blue,Black,Diana Prince,No alter egos found.,Princess of the Amazons,Themyscira,"All-Star Comics #8 (December, 1941)",DC Comics,good,"Justice League of America, Justice Society of America (pre-Crisis Earth-2 version); All-Star Squadron (pre-Crisis Earth-2 version)","Queen Hippolyta (mother, deceased), Donna Troy (Troia) (magically-created duplicate)",88,100,79,100,100,100,"Adventurer, Emissary to the world of Man, Protector of Paradise Island; former Goddess of Truth",-
success,720,Wonder Woman,Female,Amazon,183 cm,74 kg,Blue,Black,Diana Prince,No alter egos found.,Goddess of Truth,Themyscira,"All-Star Comics #8 (December, 1941)",DC Comics,good,"Justice League of America, Justice Society of America (pre-Crisis Earth-2 version); All-Star Squadron (pre-Crisis Earth-2 version)","Queen Hippolyta (mother, deceased), Donna Troy (Troia) (magically-created duplicate)",88,100,79,100,100,100,"Adventurer, Emissary to the world of Man, Protector of Paradise Island; former Goddess of Truth",-
success,720,Wonder Woman,Female,Amazon,183 cm,74 kg,Blue,Black,Diana Prince,No alter egos found., Wondy,Themyscira,"All-Star Comics #8 (December, 1941)",DC Comics,good,"Justice League of America, Justice Society of America (pre-Crisis Earth-2 version); All-Star Squadron (pre-Crisis Earth-2 version)","Queen Hippolyta (mother, deceased), Donna Troy (Troia) (magically-created duplicate)",88,100,79,100,100,100,"Adventurer, Emissary to the world of Man, Protector of Paradise Island; former Goddess of Truth",-
success,720,Wonder Woman,Female,Amazon,183 cm,74 kg,Blue,Black,Diana Prince,No alter egos found.,Wonder Girl,Themyscira,"All-Star Comics #8 (December, 1941)",DC Comics,good,"Justice League of America, Justice Society of America (pre-Crisis Earth-2 version); All-Star Squadron (pre-Crisis Earth-2 version)","Queen Hippolyta (mother, deceased), Donna Troy (Troia) (magically-created duplicate)",88,100,79,100,100,100,"Adventurer, Emissary to the world of Man, Protector of Paradise Island; former Goddess of Truth",-
success,720,Wonder Woman,Female,Amazon,183 cm,74 kg,Blue,Black,Diana Prince,No alter egos found.,The Amazon Princess,Themyscira,"All-Star Comics #8 (December, 1941)",DC Comics,good,"Justice League of America, Justice Society of America (pre-Crisis Earth-2 version); All-Star Squadron (pre-Crisis Earth-2 version)","Queen Hippolyta (mother, deceased), Donna Troy (Troia) (magically-created duplicate)",88,100,79,100,100,100,"Adventurer, Emissary to the world of Man, Protector of Paradise Island; former Goddess of Truth",-
success,721,Wondra,Female,null,-,- lb,-,-,,No alter egos found.,-,-,-,Marvel Comics,good,-,-,null,null,null,null,null,null,-,-
